action	current_path	proposed_path	note
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1751a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1751b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1751c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1801a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1801b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1801c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1851a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1851b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1851c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1901a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1901b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1901c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1951a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1951b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gms/glossika_ende_f2_gms_1951c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day001.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day002.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day003.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day004.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day005.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day006.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day007.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day008.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day009.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day010.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day011.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day012.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day013.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day014.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day015.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day016.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day017.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day018.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day019.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day020.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day021.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day022.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day023.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day024.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day025.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day026.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day027.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day028.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day029.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day030.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day031.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day032.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day033.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day034.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day035.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day036.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day037.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day038.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day039.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day040.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day041.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day042.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day043.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day044.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day045.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day046.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day047.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day048.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day049.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day050.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day051.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day052.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day053.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day054.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day055.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day056.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day057.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day058.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day059.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day060.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day061.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day062.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day063.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day064.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day065.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day066.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day067.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day068.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day069.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day070.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day071.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day072.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day073.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day074.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day075.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day076.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day077.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day078.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day079.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day080.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day081.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day082.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day083.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day084.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day085.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day086.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day087.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day088.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day089.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day090.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day091.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day092.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day093.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day094.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day095.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day096.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day097.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day098.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day099.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day100.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day101.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day102.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day103.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf2gsr/glossika_ende_f2_gsr_day104.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2001a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2001b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2001c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2051a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2051b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2051c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2101a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2101b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2101c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2151a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2151b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2151c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2201a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2201b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2201c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2251a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2251b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2251c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2301a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2301b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2301c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2351a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2351b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2351c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2401a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2401b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2401c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2451a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2451b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2451c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2501a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2501b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2501c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2551a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2551b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2551c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2601a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2601b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2601c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2651a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2651b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2651c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2701a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2701b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2701c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2751a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2751b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2751c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2801a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2801b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2801c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2851a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2851b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2851c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2901a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2901b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2901c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2951a.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2951b.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gms/glossika_ende_f3_gms_2951c.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day001.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day002.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day003.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day004.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day005.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day006.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day007.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day008.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day009.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day010.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day011.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day012.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day013.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day014.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day015.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day016.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day017.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day018.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v5/glogermf3gsr/glossika_ende_f3_gsr_day019.mp3		needs human decision
